title,review_score,poster,imdbID,reviews
The Godfather: Part III,7.6,https://ia.media-imdb.com/images/M/MV5BY2YzNTUzZjUtYmQyMi00YTg3LWIxNGYtMmY2ZWRmOGY3ZTg4XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg,tt0099674,[]
Gods and Monsters,7.5,https://images-na.ssl-images-amazon.com/images/M/MV5BZDczYmY3Y2UtZGQxZi00Zjg1LTk3N2QtMjk4ZGVmYWYwMWQxXkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_SX300.jpg,tt0120684,[]
Godzilla 2000,6.1,https://ia.media-imdb.com/images/M/MV5BMGEzYjJlNWMtMmEzOC00NDA0LWI1M2ItMGZiNThiMTFkNTliXkEyXkFqcGdeQXVyNjQ2MzU1NzQ@._V1_SX300.jpg,tt0188640,[]
The Good Girl,6.5,https://ia.media-imdb.com/images/M/MV5BODA1NjA3MzAtNGYyYS00YThmLThkZDktNDk1ZTM4ZTJmNDgyXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,tt0279113,[]
Good Will Hunting,8.3,https://ia.media-imdb.com/images/M/MV5BOTI0MzcxMTYtZDVkMy00NjY1LTgyMTYtZmUxN2M3NmQ2NWJhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,tt0119217,[]
Gothika,5.8,https://ia.media-imdb.com/images/M/MV5BMTYxNDA4OTAxNF5BMl5BanBnXkFtZTcwMTI5NjQzMw@@._V1_SX300.jpg,tt0348836,"[""Time to wash away your sins.\r\n\r\nWhilst hardly being a very good horror film, it's not exactly the stinker some would have you believe.\r\n\r\nThe problems with it are that it becomes overblown, after initially pulsing away as a very moody and atmospherically tight spooker, set to a superbly eerie asylum backdrop, it gets away from itself in the final third. The makers never quite grasp the concept of keeping the mystery aspects of the plot still cloaked in scary tints. Tech credits are dandy, though an impressive cast list are not asked to stretch themselves. \r\n\r\nIt's not ever overtly frightening and lacks suspense in some key areas, but there's still enough of a creepy vibe here to not waste the time of first time viewers. Repeat viewing prospects, though? Unlikely. 6/10""]"
Gran Torino,8.2,https://ia.media-imdb.com/images/M/MV5BMTc5NTk2OTU1Nl5BMl5BanBnXkFtZTcwMDc3NjAwMg@@._V1_SX300.jpg,tt1205489,[]
Grand Theft Parsons,6.1,https://images-na.ssl-images-amazon.com/images/M/MV5BNDZiOTE5NDMtYmYyNC00NzZmLTk2NjktMzViOGZkZDI3Y2I3XkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_SX300.jpg,tt0338075,[]
Gravity,7.8,https://ia.media-imdb.com/images/M/MV5BNjE5MzYwMzYxMF5BMl5BanBnXkFtZTcwOTk4MTk0OQ@@._V1_SX300.jpg,tt1454468,"['Great story, great cast and performances, great direction, FX, photography, care for the details, OST and editing.\r\n\r\nAlfonso Cuarón is a real titan and Sandra Bullock goes for the Oscar.\r\n\r\nIt is not a 10 because at some point the chain of events goes further that it should.', 'There is no doubt that this is a very pleasing movie from a purely visual point of view. This is probably a movie that would benefit from being watched in a good theater with its grandiose scenery.\n\nHowever, I have to say that I found the rest of the movie somewhat mediocre. The part that I felt dragged down the movie the most is that Dr. Ryan is behaving rather clumsily and amateurish first being real slow in obeying the order to evacuate and then floating around huffing and puffing, talking a lot when she should really conserve oxygen. Did they not give her the basic course before letting her up in space? I also found it soooo Hollywood that she was able to get onto the Chinese space station and seconds later it starts to descend into the atmosphere. In general I felt that the script writer was not really very technically knowledgeable.\n\nOverlooking these, unfortunately all too often occurring issues, the movie is fairly okay as a whole. Obviously I cannot agree with the glowing all-star ratings that some people have been giving it but it is far from the single star trashing that other people have been giving it. Technically it was very good with nice special effects. Bullock performed as well as can be expected with the script she was given. Clooney felt a bit out-of-place as a skilled astronaut to me but then he was not really in the movie that much.\n\nTo me it was a fairly enjoyable popcorn movie.']"
The Green Mile,8.5,https://ia.media-imdb.com/images/M/MV5BMTUxMzQyNjA5MF5BMl5BanBnXkFtZTYwOTU2NTY3._V1_SX300.jpg,tt0120689,[]
Gremlins 2: The New Batch,6.3,https://images-na.ssl-images-amazon.com/images/M/MV5BZGE3MTA3OWQtYzVjYi00MjkwLThlZTQtNWUzOGVlYjEwMzBhXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,tt0099700,[]
Gremlins,7.2,https://images-na.ssl-images-amazon.com/images/M/MV5BZDVjN2FkYTQtNTBlOC00MjM5LTgzMWEtZWRlNGUyYmNiOTFiXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,tt0087363,"[""Overall, movie was strange. It did have a few suspenseful moments, but overall want that great of a horror film. And I definitely wouldn't call it a comedy. Based on all the hype it has had I wasn't that impressed.""]"
Groundhog Day,8.0,https://ia.media-imdb.com/images/M/MV5BZWIxNzM5YzQtY2FmMS00Yjc3LWI1ZjUtNGVjMjMzZTIxZTIxXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg,tt0107048,"[""Funny story done to fit on Bill Murray's shoes.\r\n\r\nIt is good enough and with a moral for the family but I don't get it what this is such a famous movie."", ""I can watch this movie again and again and again. Just trying to imagine what I would do in such a situation. And who doesn't like groundhogs?"", ""**The Future is Not a Given**\r\n\r\n_Groundhog Day_ sets out to accomplish the inconceivable, where few comedies, or movies of any kind, or art forms of any device dare to tread. It is determined to ultimately answer: How does one find true happiness. The kind of baby that might have been hatched by crossing Woody Allen and Dali Lama. What's truly amazing is that it pretty well achieves this without being pretentious or portentous. Its humble, pedestrian style coincides with it's charitable message. Furthermore, it's a riot!\r\n\r\nWhat do you do when the snowstorm of life traps you into a place you don't want to be? Self-destructive anarchy is an option: drinking, stealing, screwing, lying, joyriding and suicide. But this is a big storm so long-term solutions are required. The good news if you're lonely and unhappy? You probably have more time to dedicate to self- improvement (music lessons, ice sculpturing).\r\n\r\nBut challenging the self must have worthwhile outcomes. Phil, believing he's magical, challenges himself to get Rita to sleep with him within 24 hours. He's being dishonest, still playing games and ends up getting slapped in the face repeatedly. It appears that Phil's obstinate pattern of narcissistic behaviour is the cause of this inert existential loop, and one that traps everyone he is in contact with. When he finally realizes that while money, sex and immediate self-gratification might have their perks, they are short-lived and vastly overrated, and a major personality overhaul will be required to escape this Kafkaesque nightmare. An endless, insanely frigid winter is bound to contain him (them (us)) unless new strategies are introduced, alternative energies adopted, the shift away from a self-serving paradigm sustained.\r\n\r\nTo his credit, Phil refuses to be cornered into the status quo and become one in a million zombies chanting “it is what it is”.  Phil actually starts to recover when he gives up trying. When he dismisses the quick fixes (sex, booze, anger, lying and fighting), when he relinquishes his ego and lets go of his smarmy King Joffrey-Justin Bieber juvenility, when he learns to be himself, like himself, settle into his own skin so he can thrive in and, in turn, improve his surroundings. In a reversal of _It's a Wonderful Life_, rather than Bedford Falls being worse off from George's absence, Punxsutawney is better off with Phil's presence. Routine days require routine acts of kindness and Phil and the entire town collectively benefit from it. Phil is a born-again humanist, one who rescues himself from himself, escaping a solipsistic rotation of mutually-destructive behaviour simply by being a good Samaritan. The forecast: many rewarding days of sunshine.\r\n\r\nI always had a bit of a problem with the ending. That the cycle of unhappiness only ends when the guy gets the girl. But now I see that getting the girl was coincidental (and symbolic). Before he gets the girl he has to get himself. That's how you put a reverse spin on a downward spiral. The girl is now able to love the boy because he is love-worthy. The boy could be anyone. A politician. A corporation. You.""]"
The Grudge,5.9,https://images-na.ssl-images-amazon.com/images/M/MV5BMjIxODg1Nzc3NF5BMl5BanBnXkFtZTcwMjM0MjEzMw@@._V1_SX300.jpg,tt0391198,[]
Hackers,6.2,https://ia.media-imdb.com/images/M/MV5BNmExMTkyYjItZTg0YS00NWYzLTkwMjItZWJiOWQ2M2ZkYjE4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,tt0113243,"['God, this movie is bad. And it\'s so much fun I can hardly stand it. Reasons why you should watch Hackers, in no particular order: \r\n\r\n- A steaming 20-something Angelina Jolie, \r\n- A bleach-blonde Jonny Lee Miller (hubba hubba),\r\n- An ever awesome Matthew Lillard, who cranked his Lillardness up to 11,\r\n- A duo of DJ/hackers named Razor and Blade (feel free to cry),\r\n- An awesome and totally cliché GenX soundtrack, \r\n- ""It\'s 1995 so we have to make an Eddie Vedder reference"" (and it\'s totally awesome),\r\n- Fisher Stevens who acts out his entire part as if he\'s on steroids, \r\n- Did I mention Angelina Jolie? \r\n\r\nDoes this movie have any basis in any realm of conceivable realism? Nope. Is this even what actual hacking looks like? Oh puh-lease! Is it everything you could wish for in an hour and a half of pleasurable suspension of disbelief? Absolutely. \r\nHackers is sexy and silly and every good kind of bad.\r\nI gave you my recommendation. If you don\'t like this movie then there\'s nothing I can do about it.\r\n_(February 2017)_']"
